claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
19980251,19980251001,"Moore,Ronald",Waymart C. Store - Fowler,WAYMART C STORE,No,"B&B Diversified Enterprises Inc,",2006-02-15,2006-09-15,Competitively Bid,NA,Defined Scope of Work,Fixed Price,103033.07,0,103033.07,NA,2006,103033.07,FALSE,TRUE,Scope of Work,FALSE
19980316,19980316001,"Hawk,Gerald",Campbells Run Texaco,Kehm Oil Campbells Run,No,"Core Environmental Services, Inc.,",2009-08-21,2016-04-26,Competitively Bid,2008-10-16,Defined Scope of Work,Fixed Price,41765,39929,73954,"Amendment #1 brings contract total to $75,840.00  Amendment #2 brings contract total to $81,694.00",2009,81694,FALSE,TRUE,Scope of Work,FALSE
19980323,19980323001,"Aubel,Tracy",Arrowhead Amoco,Arrowhead Svc,Yes,"Letterle & Associates Inc,",2012-10-29,NA,Sole Source,NA,NA,Fixed Price,365808.02,148314.04,401188.83,"Contract price is $273,435.30 if optional tasks are necessary.",2012,514122.06000000006,FALSE,FALSE,Other/Unknown,TRUE
19980327,19980327001,"Ferro,James",Kwik Fill M-053,KWIK FILL M53,Yes,"Groundwater & Environmental Services, Inc.,",2007-05-30,2016-12-19,Sole Source,NA,NA,Fixed Price,592428,0,584028,Claim closed 12/19/16  1/3/2017 10:48:33 AM (dcassel),2007,592428,FALSE,FALSE,Other/Unknown,TRUE
19980329,19980329001,"Ferro,James",Kwik Fill M-149,KWIK FILL M0149,Yes,"American Environmental Assoc Inc,",2006-05-10,2015-08-11,Sole Source,NA,NA,Pay for Performance,520200,0,511400,NA,2006,520200,FALSE,FALSE,Other/Unknown,TRUE
19980333,19980333001,"Bilder,Jack",Kwik Fill S-047,KWIK FILL S 47,Yes,"Kleinfelder Eastern Merger Corporation,",2007-09-20,2009-12-03,Sole Source,NA,NA,Fixed Price,63893,0,60269,NA,2007,63893,FALSE,FALSE,Other/Unknown,TRUE
19980335,19980335001,"Hawk,Gerald",Kwik Fill S-027,Kwik Fill S 27,Yes,"Groundwater & Environmental Services, Inc.,",2009-03-31,2010-07-29,Sole Source,NA,NA,Fixed Price,39135,0,38835,NA,2009,39135,FALSE,FALSE,Other/Unknown,TRUE
19980337,19980337001,"Melvin, CPCU,Linda M.","Indian Valley Bulk Carriers, Inc.",INDIAN VALLEY BULK CARRIERS,Yes,"Synergy Environmental, Inc.,",2008-09-23,2010-01-20,Sole Source,NA,NA,Fixed Price,22535,0,19790,NA,2008,22535,FALSE,FALSE,Other/Unknown,TRUE
19980355,19980355001,"Aubel,Tracy",Inch Equipment Company,Inch Equip,Yes,"Mountain Research LLC,",2009-11-21,2022-05-18,Sole Source,NA,NA,Fixed Price,78521,5436.75,82369.35,Final milestone reimbursed and claim aggregate met.  Contract closed  5/18/2022 12:10:13 PM (dbollana),2009,83957.75,FALSE,FALSE,Other/Unknown,TRUE
19980377,19980377001,"Bilder,Jack","Chess Service, Inc.",Chess Svc,Yes,"Environmental Remediation & Recovery, Inc.,",2008-03-17,2010-09-23,Sole Source,NA,NA,Fixed Price,50162.64,0,42437.72,"ER&&R completed the work for less than the total amount of the contract.  There were no invoices billed for milestones A8, B or C.",2008,50162.64,FALSE,FALSE,Other/Unknown,TRUE
19980383,19980383001,"Condran,Patricia",Snow Shoe Auto Truck Stop,SNOW SHOE TRAVEL PLAZA,Yes,"Converse Consultants,",2012-04-18,2017-11-14,Competitively Bid,2011-06-15,Defined Scope of Work,Fixed Price,76355,55115,128365,Final milestone payment processed  11/13/2017 04:07:53 PM (dcassel),2012,131470,FALSE,TRUE,Scope of Work,TRUE
19980407,19980407001,"Smith,Bethany",Kwik Pik LLC formerly Uni-Mart #04090,501 E Main Reynoldsville,No,"Environmental Alliance,",2008-07-22,2009-04-15,Competitively Bid,NA,Defined Scope of Work,Fixed Price,14615.66,0,14615.66,NA,2008,14615.66,FALSE,TRUE,Scope of Work,FALSE
19980425,19980425001,"Ferro,James",Barrons Sunoco Service,Your Choice,No,"Converse Consultants,",2007-11-13,2010-10-21,Competitively Bid,NA,Defined Scope of Work,Fixed Price,186301.34,0,166999.84,NA,2007,186301.34,FALSE,TRUE,Scope of Work,FALSE
19980425,19980425002,"Ferro,James",Barrons Sunoco Service,Your Choice,Yes,"Converse Consultants,",2010-10-19,2016-05-02,Sole Source,NA,NA,Fixed Price,127342,72800,195302,NA,2010,200142,FALSE,FALSE,Other/Unknown,TRUE
19980429,19980429001,"Ferro,James",Shaeffers Getty,SHAEFFERS GETTY,No,"CP Environmental Group, Inc.,",2008-01-14,2013-10-31,Competitively Bid,NA,Bid to Result,Fixed Price,123312,104223.4,218043.4,NA,2008,227535.4,TRUE,FALSE,Bid-to-Result,FALSE
19980435,19980435001,"Marion,Shane",Richard Hassler,Hasslers Amoco,Yes,"Liberty Environmental, Inc.,",2012-01-03,2019-08-06,Competitively Bid,2011-04-13,Defined Scope of Work,Fixed Price,39189.86,6093.78,45283.64,"Final milestone invoice processed  8/6/2019 11:18:16 AM (dbollana)
10/19/12 Liberty purchase of AES assets and contract assignment.",2012,45283.64,FALSE,TRUE,Scope of Work,TRUE
19980439,19980439001,"Marion,Shane","Shop Quik, Inc.",Village Market,Yes,"MEA, Inc.,",2007-01-02,2013-07-05,Sole Source,NA,NA,Pay for Performance,229731,0,229731,NA,2007,229731,FALSE,FALSE,Other/Unknown,TRUE
19980451,19980451001,"Aubel,Tracy",Country Fair 44,Country Fair 44,No,"Compliance Environmental Services,",2011-10-28,NA,Competitively Bid,2010-08-11,Defined Scope of Work,Fixed Price,132221.93,0,117086.93,NA,2011,132221.93,FALSE,TRUE,Scope of Work,FALSE
19980469,19980469001,"Melvin, CPCU,Linda M.",Mountain Top BP,MOUNTAIN TOP BP,Yes,"Austin James Associates,",2005-01-11,2005-04-15,Sole Source,NA,NA,Fixed Price,76950,0,76950,Prorated at 50%.,2005,76950,FALSE,FALSE,Other/Unknown,TRUE
19980499,19980499001,"Goodyear,Jennifer",A. Howard Service,AL HOWARD SVC,No,"Environmental Alliance,",2013-06-13,2014-03-07,Competitively Bid,2011-04-05,Defined Scope of Work,Fixed Price,78010.05,0,51769.05,NA,2013,78010.05,FALSE,TRUE,Scope of Work,FALSE
19980499,19980499002,"Goodyear,Jennifer",A. Howard Service,AL HOWARD SVC,Yes,"Environmental Alliance,",2014-03-26,2015-08-05,Sole Source,NA,NA,Fixed Price,31739,0,18454,NA,2014,31739,FALSE,FALSE,Other/Unknown,TRUE
19980526,19980526001,"Ferro,James",GT Kolencik Service Station,GT KOLENCIK SVC STA,Yes,"American Geosciences Inc,",2007-08-01,2014-10-07,Competitively Bid,NA,Defined Scope of Work,Fixed Price,191261.24,65156.95,184045.19,Milestones 7-1 or 7-2 will be performed (not both) and 10-1 or 10-2 (not both),2007,256418.19,FALSE,TRUE,Scope of Work,TRUE
19980529,19980529001,"Mackewicz,Bonnie",Wayne Pumps,Wayne Pumps,No,"Mountain Research LLC,",2014-09-15,2022-11-29,Competitively Bid,2013-04-01,Defined Scope of Work,Fixed Price,85124.63,0,58167.66,Final milestone invoice processed  11/29/2022 08:52:34 AM (dbollana),2014,85124.63,FALSE,TRUE,Scope of Work,FALSE
19980530,19980530001,"Goodyear,Jennifer",McQuiston Exit 34 Rest.,MCQUISTON EXIT 34 RESTAURANT,Yes,"Letterle & Associates Inc,",2010-11-22,2014-06-20,Sole Source,NA,NA,Fixed Price,99553.27,0,99428.47,Claim is prorated at 50%.,2010,99553.27,FALSE,FALSE,Other/Unknown,TRUE
19990010,19990010001,"Goodyear,Jennifer",JJ Kennedy Petroleum Prod,JJ Kennedy Inc,No,"R.A.R. Engineering Group, Inc.,",2008-11-20,2011-03-01,Sole Source,NA,NA,Fixed Price,384185.24,0,380938.79,NA,2008,384185.24,FALSE,FALSE,Other/Unknown,FALSE
19990012,19990012001,"Mackewicz,Bonnie",Dellullos Car Wash,DELULLOS CAR WASH,No,"American Environmental Assoc Inc,",2008-11-14,2011-03-04,Sole Source,NA,NA,Fixed Price,241744.12,0,141305.9,Contract terminated due to technical issues.  New FP for SSS closure will be considered.  2/27/13,2008,241744.12,FALSE,FALSE,Other/Unknown,FALSE
19990014,19990014001,"Mackewicz,Bonnie",Center Ind. Oil Service,CTR IND OIL SVC STA,Yes,"R.A.R. Engineering Group, Inc.,",2013-02-25,2017-03-31,Sole Source,NA,NA,Fixed Price,31686,0,31686,final milestone invoice processed  3/30/2017 08:52:08 PM (dcassel),2013,31686,FALSE,FALSE,Other/Unknown,TRUE
19990018,19990018001,"Marion,Shane","Knapp's Service Station, Inc.",Knapps Svc Sta,No,"MEA, Inc.,",2011-09-19,2014-04-16,Competitively Bid,2010-10-27,Defined Scope of Work,Fixed Price,30935.93,13755.6,45712.03,NA,2011,44691.53,FALSE,TRUE,Scope of Work,FALSE
19990018,19990018002,"Marion,Shane","Knapp's Service Station, Inc.",Knapps Svc Sta,Yes,"MEA, Inc.,",2015-04-01,2018-01-01,Sole Source,NA,NA,Fixed Price,53712,0,42955.2,NA,2015,53712,FALSE,FALSE,Other/Unknown,TRUE
19990020,19990020001,"Marion,Shane",O'Shells Service Station,OSHELLS TRUCKING,Yes,"Environmental Alliance,",2007-11-05,2013-09-13,Competitively Bid,NA,Defined Scope of Work,Fixed Price,231575,31784.2,236909.7,"$47,500 potential add''l remediation implemention costs in Milestone E. Original contract amt: $166,075.00",2007,263359.2,FALSE,TRUE,Scope of Work,TRUE
19990061,19990061001,"Bilder,Jack",Sheetz #59,SHEETZ 59,No,"Mountain Research LLC,",2008-04-24,2012-01-17,Sole Source,NA,NA,Fixed Price,35530,6831,33581,"12/29/09 Milestone F2 - F4 reduced to $1,430 per 7/6/09 email.  DO NOT PAY more than $1,430 for outstanindg F4.  bw",2008,42361,FALSE,FALSE,Other/Unknown,FALSE
19990062,19990062001,"Crabb,Linda",Marsolino Construction Company,MARSOLINO CONST,No,"KU Resources Inc.,",2004-11-01,2005-05-18,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2004,0,FALSE,FALSE,Other/Unknown,FALSE
19990070,19990070001,"Melvin, CPCU,Linda M.",Frazer Mobil/Formerly Mid Valley Oil,Pioneer Svc Sta,Yes,"Groundwater & Environmental Services, Inc.,",2008-10-09,2013-08-23,Competitively Bid,NA,Defined Scope of Work,Fixed Price,65995,17583,68782,NA,2008,83578,FALSE,TRUE,Scope of Work,TRUE
19990075,19990075001,"Cramer,Jolene",Kwik Fill M-132,KWIK FILL MO132,No,"Letterle & Associates Inc,",2007-08-22,2009-09-02,Competitively Bid,NA,Defined Scope of Work,Fixed Price,13844.05,0,13844.05,NA,2007,13844.05,FALSE,TRUE,Scope of Work,FALSE
19990075,19990075002,"Cramer,Jolene",Kwik Fill M-132,KWIK FILL MO132,Yes,"Letterle & Associates Inc,",2009-11-18,2013-03-25,Sole Source,NA,NA,Fixed Price,98027.02,2840,46164.44,NA,2009,100867.02,FALSE,FALSE,Other/Unknown,TRUE
19990077,19990077002,"Hawk,Gerald",Kwik Fill M-202/M-387,Kwik Fill Kylertown M0202 226,No,"Groundwater & Environmental Services, Inc.,",2007-12-20,2010-01-29,Competitively Bid,NA,Defined Scope of Work,Fixed Price,71370,-726,70644,Milestone A reduced per Amendment #1 for baseline sampling event.,2007,70644,FALSE,TRUE,Scope of Work,FALSE
19990079,19990079001,"Aubel,Tracy",Kwik Fill S-079,KWIK FILL S 79,No,"Groundwater & Environmental Services, Inc.,",2010-08-03,2012-10-10,Sole Source,NA,NA,Fixed Price,58794,58794,113404,NA,2010,117588,FALSE,FALSE,Other/Unknown,FALSE
19990083,19990083001,"Goodyear,Jennifer",City of Bethlehem,Bethlehem City Muni Svc Ctr,Yes,"MEA, Inc.,",2013-11-01,2017-11-21,Competitively Bid,2011-08-26,Bid to Result,Fixed Price,101310.48,-5878,80721.8,contract complete per JG  11/21/2017 05:37:31 AM (dcassel),2013,95432.48,TRUE,FALSE,Bid-to-Result,TRUE
19990127,19990127001,"Ferro,James",Fieslers Gas Station,FIESLERS GAS STA,Yes,"Kleinfelder Eastern Merger Corporation,",2007-06-06,2014-02-13,Sole Source,NA,NA,Fixed Price,256781,0,256781,8/27/07 Claimant directed Kleinfelder to postpone work.  4/21/09 Claimant forced by DEP continue clean up - contracted with JABE to complete contract.  Amts billed over the 6/6/07 FP contract are claimant responsibility.,2007,256781,FALSE,FALSE,Other/Unknown,TRUE
19990135,19990135002,"Aubel,Tracy",Arnolds Service,Arnolds Svc,Yes,"Groundwater & Environmental Services, Inc.,",2009-12-21,2012-05-17,Competitively Bid,2009-06-29,Defined Scope of Work,Fixed Price,57373,57627.74,76121.63,Contract cancelled 5/17/12 due to new condition,2009,115000.73999999999,FALSE,TRUE,Scope of Work,TRUE
19990135,19990135003,"Aubel,Tracy",Arnolds Service,Arnolds Svc,No,"Groundwater & Environmental Services, Inc.,",2013-04-19,2014-05-23,Sole Source,NA,NA,Fixed Price,267655.5,0,90846.22,Contract terminated,2013,267655.5,FALSE,FALSE,Other/Unknown,FALSE
19990155,19990155001,"Aubel,Tracy",OCI Inc. B A Honey Bear,HONEY BEAR MINI MART,No,"In-Site Group, Inc.,",2008-11-23,2011-07-13,Sole Source,NA,NA,Fixed Price,368498.69,0,284498.92,NA,2008,368498.69,FALSE,FALSE,Other/Unknown,FALSE
19990159,19990159001,"Marion,Shane",Carlisle Car Truck/Highland's Tire & Service,Carlisle Car & Truck Svc,No,"EPSYS Corporation,",2006-03-23,2009-03-05,Competitively Bid,NA,Defined Scope of Work,Fixed Price,NA,0,0,Contract complete prior to database.,2006,0,FALSE,TRUE,Scope of Work,FALSE
19990159,19990159002,"Marion,Shane",Carlisle Car Truck/Highland's Tire & Service,Carlisle Car & Truck Svc,Yes,"Converse Consultants,",2011-06-21,2020-06-16,Competitively Bid,2010-10-21,Defined Scope of Work,Fixed Price,51280,4246,54226,Final invoice was processed in January 2020  6/16/2020 12:36:07 PM (dbollana),2011,55526,FALSE,TRUE,Scope of Work,TRUE
19990160,19990160001,"Hawk,Gerald",Kumas Service Station,KUMAS SVC STA,Yes,"Flynn Environmental, Inc.,",2008-12-08,2013-06-28,Sole Source,NA,NA,Fixed Price,140335,34398,159103,NA,2008,174733,FALSE,FALSE,Other/Unknown,TRUE
19990200,19990200001,"Smith,Bethany",Glassmart Food Stores #12,Fueland 212,No,"Letterle & Associates Inc,",2012-05-07,2016-04-19,Competitively Bid,2010-09-30,Defined Scope of Work,Fixed Price,42375.09,63801.96,104899.05,NA,2012,106177.04999999999,FALSE,TRUE,Scope of Work,FALSE
19990200,19990200002,"Smith,Bethany",Glassmart Food Stores #12,Fueland 212,Yes,"Letterle & Associates Inc,",2022-08-22,NA,Sole Source,NA,NA,Fixed Price,485635.2,0,431949.34,Letterle requested contract template  2/4/2021 08:18:05 AM (dbollana),2022,485635.2,FALSE,FALSE,Other/Unknown,TRUE
19990201,19990201001,"Mackewicz,Bonnie",Auto Outlet Inc. Formerly Camarote Service,Camarote Svc Sta,No,"Mountain Research LLC,",2009-04-01,2012-02-16,Competitively Bid,NA,Defined Scope of Work,Fixed Price,33047.5,30850.5,61933,"Amendment #1 brings contract total to $56,591.00.",2009,63898,FALSE,TRUE,Scope of Work,FALSE
19990201,19990201002,"Mackewicz,Bonnie",Auto Outlet Inc. Formerly Camarote Service,Camarote Svc Sta,Yes,"Mountain Research LLC,",2012-02-10,2014-09-12,Sole Source,NA,NA,Fixed Price,24659.6,0,12019,Contract was terminated 9/12/14 due to new conditions/additional sc needed and vapor complaints  4/5/2016 01:06:55 PM (dcassel),2012,24659.6,FALSE,FALSE,Other/Unknown,TRUE
19990234,19990234001,"Marion,Shane",7 Eleven #164 (Former Handee Marts Store #164),7 Eleven 36142,No,"Letterle & Associates Inc,",2007-05-01,2008-06-01,Competitively Bid,NA,Defined Scope of Work,Fixed Price,65815,0,47441,NA,2007,65815,FALSE,TRUE,Scope of Work,FALSE
19990234,19990234002,"Marion,Shane",7 Eleven #164 (Former Handee Marts Store #164),7 Eleven 36142,Yes,"Letterle & Associates Inc,",2008-06-04,2014-04-01,Sole Source,NA,NA,Pay for Performance,283449,0,240931.65,PFP cancellation in accordance with terms of contract,2008,283449,FALSE,FALSE,Other/Unknown,TRUE
19990239,19990239001,"Goodyear,Jennifer",Clearfield Bulk Plant,Clearfield Bulk Plt,Yes,"In-Site Group, Inc.,",2009-03-18,2018-07-20,Sole Source,NA,NA,Fixed Price,372233.75,235135.85,543567.33,"Cost adders CA1 - CA7.  Amendment #1 brings contract total to $510,474.37

Final milestone invoice processed  7/18/2018 06:37:27 AM (dcassel)",2009,607369.6,FALSE,FALSE,Other/Unknown,TRUE
19990259,19990259001,"Mackewicz,Bonnie",DiPietro's Gulf Services,DIPIETROS GULF SVC,No,"Mountain Research LLC,",2009-03-05,2009-12-15,Competitively Bid,NA,Defined Scope of Work,Fixed Price,37255.75,2864,34229.75,NA,2009,40119.75,FALSE,TRUE,Scope of Work,FALSE
19990259,19990259002,"Mackewicz,Bonnie",DiPietro's Gulf Services,DIPIETROS GULF SVC,Yes,"Mountain Research LLC,",2010-09-13,2013-01-09,Sole Source,NA,NA,Fixed Price,41538.06,2955.55,37205.61,NA,2010,44493.61,FALSE,FALSE,Other/Unknown,TRUE
19990293,19990293001,"Hawk,Gerald",Kwik Fill M-029,KWIK FILL M0029,Yes,"Groundwater & Environmental Services, Inc.,",2011-06-21,2012-07-12,Sole Source,NA,NA,Fixed Price,13687,0,13687,NA,2011,13687,FALSE,FALSE,Other/Unknown,TRUE
19990295,19990295001,"Ferro,James",Wrendale Service Station,WRENDALE SVC STA,Yes,"Core Environmental Services, Inc.,",2012-05-08,2013-09-13,Competitively Bid,2010-08-23,Defined Scope of Work,Fixed Price,66873,0,76816.32,Task 2 - per ton add on costs,2012,66873,FALSE,TRUE,Scope of Work,TRUE
19990297,19990297001,"Marion,Shane",Fred's Gulf,BENSALEM AUTO CARE,Yes,"Environmental Consulting, Inc.,",2007-03-07,2012-11-23,Competitively Bid,NA,Defined Scope of Work,Time and Material,323315,0,295954.7,NA,2007,323315,FALSE,TRUE,Scope of Work,TRUE
19990305,19990305001,"Ferro,James",McMillen Lumber Company,McMillen Lumber Co,Yes,"In-Site Group, Inc.,",2010-01-26,2018-06-11,Sole Source,NA,NA,Fixed Price,141731,0,118561,Final milestone invoice processed 6/11/2018 10:21:25 AM (dcassel),2010,141731,FALSE,FALSE,Other/Unknown,TRUE
19990330,19990330001,"Marion,Shane",Fahringer's,FAHRINGERS,No,"United Environmental Services, Inc.,",2009-06-11,2018-06-26,Sole Source,NA,NA,Fixed Price,162843.18,18453.76,149717.24,Milestone D payment includes 193 tons extra soil,2009,181296.94,FALSE,FALSE,Other/Unknown,FALSE
19990335,19990335001,"Ferro,James","Wilcox Garage Co., Inc.",WILCOX GARAGE CO INC,Yes,"Core Environmental Services, Inc.,",2006-06-29,2015-11-18,Sole Source,NA,NA,Pay for Performance,671645,0,671645,NA,2006,671645,FALSE,FALSE,Other/Unknown,TRUE
19990344,19990344001,"Aubel,Tracy",Rodgers Street Shop,ROGERS STREET SHOP,No,"MEA, Inc.,",2013-04-25,2014-10-28,Competitively Bid,2011-02-10,Defined Scope of Work,Fixed Price,105100.49,0,75642.07,NA,2013,105100.49,FALSE,TRUE,Scope of Work,FALSE
19990358,19990358001,"Ferro,James",Judy's Market,JUDYS MKT,Yes,"Mountain Research LLC,",2008-06-20,2016-06-09,Sole Source,NA,NA,Fixed Price,206705.64,82692,278962.14,"Amendment #1 brings contract total to $282,512.64",2008,289397.64,FALSE,FALSE,Other/Unknown,TRUE
19990379,19990379001,"Aubel,Tracy",Former Uni Mart 04028,Uni Mart 4028,Yes,"Kleinfelder Eastern Merger Corporation,",2006-07-20,2014-02-18,Sole Source,NA,NA,Time and Material,207074,0,196039.95,See tracking spreadsheet in IR for detail;terminated under terms of contract,2006,207074,FALSE,FALSE,Other/Unknown,TRUE
19990390,19990390001,"Aubel,Tracy",Hess Oil,Hess Oil,No,"P. Joseph Lehman, Inc.,",2012-01-31,2014-04-11,Competitively Bid,2009-04-22,Defined Scope of Work,Fixed Price,62518,0,45824,"Contract price is $62,518.00 if all optional milestones are completed.  Offsite access added to to A1.",2012,62518,FALSE,TRUE,Scope of Work,FALSE
19990390,19990390002,"Aubel,Tracy",Hess Oil,Hess Oil,Yes,"P. Joseph Lehman, Inc.,",2015-04-13,NA,Sole Source,NA,NA,Fixed Price,390552.92,0,341229.53,NA,2015,390552.92,FALSE,FALSE,Other/Unknown,TRUE
19990432,19990432001,"Ferro,James","Frank & Roz Automotive, LLC",CARL & BOBS GULF SVC,Yes,"Environmental Remediation & Recovery, Inc.,",2008-06-26,2013-10-28,Sole Source,NA,NA,Fixed Price,204242.72,6241.9,189904.74,NA,2008,210484.62,FALSE,FALSE,Other/Unknown,TRUE
19990435,19990435002,"Marion,Shane",Aldens Citgo Service,Aldens Citgo Svc Sta,Yes,"Letterle & Associates Inc,",2007-09-27,2021-02-19,Sole Source,NA,NA,Pay for Performance,629002.96,0,629002.96,Final milestone invoice processed.  2/19/2021 09:58:38 AM (dbollana),2007,629002.96,FALSE,FALSE,Other/Unknown,TRUE
19990439,19990439001,"Aubel,Tracy",Pintos Atlantic Inc.,Pintos Atlantic Inc,No,"Mountain Research LLC,",2010-12-22,2012-12-27,Competitively Bid,2010-05-25,Defined Scope of Work,Fixed Price,61537.5,0,61537.5,NA,2010,61537.5,FALSE,TRUE,Scope of Work,FALSE
19990441,19990441001,"Melvin, CPCU,Linda M.",Route 248 Texaco,Pulmer Mini Mart,No,"Langan Engineering & Environmental Services, Inc.,",2006-03-06,2011-11-02,Competitively Bid,NA,Defined Scope of Work,Fixed Price,99772,1850,1850,T&&M tracking complete.,2006,101622,FALSE,TRUE,Scope of Work,FALSE
19990441,19990441002,"Melvin, CPCU,Linda M.",Route 248 Texaco,Pulmer Mini Mart,No,"Langan Engineering & Environmental Services, Inc.,",2009-03-06,2011-11-02,Sole Source,NA,NA,Fixed Price,31194,30594,37585.13,Lump sum payment entered pursuant to payments made under both contracts per D Reusswig and D Cassel review of payments.  Details found in IR 11/2/11.,2009,61788,FALSE,FALSE,Other/Unknown,FALSE
19990441,19990441003,"Melvin, CPCU,Linda M.",Route 248 Texaco,Pulmer Mini Mart,Yes,"MEA, Inc.,",2013-07-23,2023-03-24,Competitively Bid,2012-01-12,Bid to Result,Fixed Price,373961.35,216242.22,559659.35,Final milestone invoice processed  3/24/2023 11:57:56 AM (dbollana),2013,590203.57,TRUE,FALSE,Bid-to-Result,TRUE
19990446,19990446001,"Marion,Shane",Maloy Amoco Station,Maloys Amoco Sta,No,"Chambers Environmental Group Inc,",2007-12-01,2009-05-01,Sole Source,NA,NA,Fixed Price,179146,0,164281,NA,2007,179146,FALSE,FALSE,Other/Unknown,FALSE
