facility_id,facility_name,client_id,client_name,region,tank_type,tank_seq,capacity_gallons,install_date,substance,component_code,component_desc,construction_desc,construction_comment,construction_detail,permit_status,tank_status,tank_age_years,install_year,is_single_wall,is_double_wall,is_fiberglass,wall_type,status_desc,is_underground
02-08176,CARDELLO ELEC SUPPLY,171715,CARDELLO ELEC SUPPLY,4500,UST,001,2500,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08624,ALLEGHENY CNTY MAINT BLDG 1130,189304,PA DOT MAINT & OPR BUR,4500,UST,006,8000,1994-01-07,Diesel Fuel,1,TANK CONSTRUCTION,1H,NA,STEEL W/FRP COATING (ACT 100 OR EQUIVALENT) (SINGLE WALL),NA,W,31.978097193702943,1994,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-08624,ALLEGHENY CNTY MAINT BLDG 1130,189304,PA DOT MAINT & OPR BUR,4500,UST,005,8000,1994-01-07,Gasoline,1,TANK CONSTRUCTION,1H,NA,STEEL W/FRP COATING (ACT 100 OR EQUIVALENT) (SINGLE WALL),NA,W,31.978097193702943,1994,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-08704,FED EXPRESS PIT,142324,FEDERAL EXPRESS CORPORATION,4500,UST,002,12000,1982-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,43.08008213552361,1982,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08704,FED EXPRESS PIT,142324,FEDERAL EXPRESS CORPORATION,4500,UST,001,12000,1982-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,43.08008213552361,1982,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08803,SUPER AMER 5318,133896,SPEEDWAY LLC,4500,UST,001,8000,1976-12-01,Gasoline,1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,49.07871321013005,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08803,SUPER AMER 5318,133896,SPEEDWAY LLC,4500,UST,002,8000,1976-12-01,Gasoline,1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,49.07871321013005,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08803,SUPER AMER 5318,133896,SPEEDWAY LLC,4500,UST,003,8000,1976-12-01,Gasoline,1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,49.07871321013005,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-08803,SUPER AMER 5318,133896,SPEEDWAY LLC,4500,UST,004,8000,1976-12-01,Gasoline,1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,49.07871321013005,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09191,GREENTREE GULF,238252,GREENTREE GULF,4500,UST,005,550,1964-01-01,Heating Oil,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,UR,61.9958932238193,1964,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
02-09191,GREENTREE GULF,238252,GREENTREE GULF,4500,UST,001,6000,1974-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,51.08008213552361,1974,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09191,GREENTREE GULF,238252,GREENTREE GULF,4500,UST,002,6000,1974-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,51.08008213552361,1974,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09191,GREENTREE GULF,238252,GREENTREE GULF,4500,UST,003,8000,1974-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,51.08008213552361,1974,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09192,OAKLAND SUNOCO,239448,SG II CRAFT AVENUE LLC,4500,UST,004,550,1956-11-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,69.160848733744,1956,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09195,CUMBERLAND GULF 143683,78848,CUMBERLAND FARMS INC,4500,UST,004,550,1990-03-01,Used Oil (all forms),1,TANK CONSTRUCTION,1N,NA,UNKNOWN,NA,W,35.832991101984945,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09195,CUMBERLAND GULF 143683,78848,CUMBERLAND FARMS INC,4500,UST,001,8000,1978-04-01,Gasoline,1,TANK CONSTRUCTION,1N,NA,UNKNOWN,NA,W,47.748117727583846,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09195,CUMBERLAND GULF 143683,78848,CUMBERLAND FARMS INC,4500,UST,002,8000,1978-04-01,Gasoline,1,TANK CONSTRUCTION,1N,NA,UNKNOWN,NA,W,47.748117727583846,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09195,CUMBERLAND GULF 143683,78848,CUMBERLAND FARMS INC,4500,UST,003,8000,1978-04-01,Gasoline,1,TANK CONSTRUCTION,1N,NA,UNKNOWN,NA,W,47.748117727583846,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,007,550,1990-01-01,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,35.99452429842574,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,005,8000,1974-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,51.99452429842574,1974,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,002,8000,1975-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,50.99520876112252,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,003,8000,1975-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,50.99520876112252,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,004,8000,1975-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,50.99520876112252,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09200,CUMBERLAND GULF 143646,78848,CUMBERLAND FARMS INC,4500,UST,001,10000,1981-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,44.993839835728956,1981,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09204,CUMBERLAND GULF 143731,78848,CUMBERLAND FARMS INC,4500,UST,001,6000,1970-04-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,55.748117727583846,1970,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09204,CUMBERLAND GULF 143731,78848,CUMBERLAND FARMS INC,4500,UST,002,6000,1970-04-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,55.748117727583846,1970,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09204,CUMBERLAND GULF 143731,78848,CUMBERLAND FARMS INC,4500,UST,003,6000,1970-04-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,55.748117727583846,1970,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09204,CUMBERLAND GULF 143731,78848,CUMBERLAND FARMS INC,4500,UST,004,6000,1970-04-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,55.748117727583846,1970,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09204,CUMBERLAND GULF 143731,78848,CUMBERLAND FARMS INC,4500,UST,005,6000,1970-04-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,55.748117727583846,1970,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09219,CUMBERLAND GULF 143522,78848,CUMBERLAND FARMS INC,4500,UST,005,550,1970-09-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,55.32922655715264,1970,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,005,550,1986-06-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,006,2000,NA,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,001,3000,1980-05-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,45.66461327857632,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,002,4000,1986-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,004,6000,1980-05-01,Gasoline,1,TANK CONSTRUCTION,1I,NA,STEEL W/LINED INTERIOR,APPR,R,45.66461327857632,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09517,GIANT 912,382087,GIANT PENN LLC,4500,UST,003,8000,1986-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09571,NORTH BORO SPEEDOMETER,141469,NORTH BORO SPEEDOMETER,4500,UST,003,4000,1979-10-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,46.247775496235455,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09571,NORTH BORO SPEEDOMETER,141469,NORTH BORO SPEEDOMETER,4500,UST,001,4000,1985-11-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,40.16153319644079,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09571,NORTH BORO SPEEDOMETER,141469,NORTH BORO SPEEDOMETER,4500,UST,002,5000,1985-11-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,40.16153319644079,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09775,COLUMBIA GAS PA,85232,COLUMBIA GAS OF PA INC,4500,UST,003,3000,1974-12-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,51.08008213552361,1974,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09775,COLUMBIA GAS PA,85232,COLUMBIA GAS OF PA INC,4500,UST,004,3000,1978-12-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,47.08008213552361,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09775,COLUMBIA GAS PA,85232,COLUMBIA GAS OF PA INC,4500,UST,002,3000,1985-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,40.07939767282683,1985,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09775,COLUMBIA GAS PA,85232,COLUMBIA GAS OF PA INC,4500,UST,001,3000,1985-12-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,40.07939767282683,1985,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-09892,MONARCH OIL,190543,MONARCH OIL CO INC,4500,UST,001,550,1979-12-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,46.0807665982204,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09892,MONARCH OIL,190543,MONARCH OIL CO INC,4500,UST,003,550,1979-12-01,Kerosene,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,46.0807665982204,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-09892,MONARCH OIL,190543,MONARCH OIL CO INC,4500,UST,002,1000,1984-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,41.07871321013005,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,001,2000,1986-10-01,Kerosene,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,002,3000,1986-10-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,003,3000,1986-10-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,004,4000,1986-10-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,005,4000,1986-10-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10050,GENE HOLECZY SVC STA,189869,ETHEL M HOLECZY,4500,UST,007,8000,1986-10-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.24709103353867,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10070,SEWICKLEY ACAD,189731,SEWICKLEY ACAD,4500,UST,001,2000,1985-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,40.41341546885695,1985,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10464,ELIZABETH FORWARD BUS DEPOT,164150,ELIZABETH FORWARD SCH DIST,4500,UST,001,4000,1985-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,40.07939767282683,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10478,NORTH FAYETTE TWP,62426,NORTH FAYETTE TWP ALLEGHENY CNTY,4500,UST,001,3000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10478,NORTH FAYETTE TWP,62426,NORTH FAYETTE TWP ALLEGHENY CNTY,4500,UST,002,3000,1986-04-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,39.748117727583846,1986,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10494,BRACKENRIDGE BORO TOOL SHOP,86005,BRACKENRIDGE BORO ALLEGHENY CNTY,4500,UST,002,500,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10494,BRACKENRIDGE BORO TOOL SHOP,86005,BRACKENRIDGE BORO ALLEGHENY CNTY,4500,UST,001,1000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-10979,WEST PENN ASPHALT CO INC,41131,WEST PENN ASPHALT CO INC,4500,UST,001,2000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10979,WEST PENN ASPHALT CO INC,41131,WEST PENN ASPHALT CO INC,4500,UST,002,3000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10979,WEST PENN ASPHALT CO INC,41131,WEST PENN ASPHALT CO INC,4500,UST,003,10000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-10979,WEST PENN ASPHALT CO INC,41131,WEST PENN ASPHALT CO INC,4500,UST,004,10000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11112,MCGUIRES SVC STA,167759,HUGH MCGUIRE,4500,UST,004,2000,1986-08-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.41409993155373,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11112,MCGUIRES SVC STA,167759,HUGH MCGUIRE,4500,UST,001,4000,1986-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.41409993155373,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11112,MCGUIRES SVC STA,167759,HUGH MCGUIRE,4500,UST,002,4000,1986-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.41409993155373,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11112,MCGUIRES SVC STA,167759,HUGH MCGUIRE,4500,UST,003,4000,1986-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.41409993155373,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11208,BUCKEYE PITTSBURGH TERM,241053,BUCKEYE TERM LLC,4500,UST,006,1000,1979-01-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,46.99520876112252,1979,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11208,BUCKEYE PITTSBURGH TERM,241053,BUCKEYE TERM LLC,4500,UST,004,6000,1975-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,50.99520876112252,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11234,ALLENTOWN CTL OFC,87568,VERIZON PENNSYLVANIA LLC,4500,UST,001,2000,1975-12-01,Diesel Fuel,1,TANK CONSTRUCTION,199,NA,OTHER,NA,W,50.0807665982204,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11250,RIDC OFC,125094,GIANT EAGLE INC,4500,UST,002,550,1987-05-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,38.666666666666664,1987,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11250,RIDC OFC,125094,GIANT EAGLE INC,4500,UST,003,8000,1980-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.74674880219028,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11255,OK GROCERY,125094,GIANT EAGLE INC,4500,UST,009,2000,1980-10-01,Hazardous,1,TANK CONSTRUCTION,1E,Alternate release detection method rescinded 10/26/04.,FIBERGLASS (SINGLE WALL),NA,R,45.24572210814511,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11580,NORTH PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,550,1979-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,46.99520876112252,1979,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11580,NORTH PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,003,1000,1982-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,R,43.99452429842574,1982,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11580,NORTH PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,2000,1979-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,46.99520876112252,1979,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11582,BOYCE PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,008,1000,1971-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,54.99520876112252,1971,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11582,BOYCE PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,007,1000,1971-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,54.99520876112252,1971,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11582,BOYCE PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,006,15000,1984-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,R,41.9958932238193,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11583,ALLEGHENY CNTY DIST 8 WHSE,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,1000,1974-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,51.99452429842574,1974,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11640,DIST 2 BLAWNOX,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,2000,1985-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,40.993839835728956,1985,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11640,DIST 2 BLAWNOX,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,15000,1983-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,42.99520876112252,1983,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11641,DIST 5 HILLCREST,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,1000,1989-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,36.328542094455855,1989,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11642,DIST 6 CARNEGIE,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,1500,1984-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,41.9958932238193,1984,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11643,DIST 4 ELIZABETH,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,1000,1974-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,51.99452429842574,1974,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11643,DIST 4 ELIZABETH,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,1000,1974-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,51.99452429842574,1974,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11644,DIST 1 NORTH PARK,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,5000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11644,DIST 1 NORTH PARK,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,15000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-11645,SOUTH PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,003,1000,1978-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,47.99452429842574,1978,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-11645,SOUTH PARK MAINT CTR,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,1000,1978-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,47.99452429842574,1978,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
