attributes_objectid,attributes_facility_id,attributes_facility_name,attributes_facility_address1,attributes_facility_address2,attributes_facility_city,attributes_facility_state,attributes_facility_zip,attributes_county_id,attributes_facility_county,attributes_municipality_id,attributes_facility_municipality,attributes_reg_expiration_date,attributes_tank_owner_id,attributes_tank_owner_name,attributes_tank_owner_address1,attributes_tank_owner_address2,attributes_tank_owner_city,attributes_tank_owner_state,attributes_tank_owner_zip,attributes_primary_facility_id,attributes_site_id,attributes_tank_information,.source,.downloaded_at
65,61-08022,WARD TRUCKING,ROUTE 8 N & INTERSTATE 80,,BARKEYVILLE,PA,16128,2468,Venango,2276,Irwin Twp,1796342400000,141776,WARD TRUCKING CORP,PO BOX 1553,,ALTOONA,PA,16603-1553,612752,590140,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=61-08022&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
66,06-16219,HORNINGS WAREHOUSE,9251 OLD 22,,BETHEL,PA,19507-9424,2413,Berks,323,Bethel Twp,1780531200000,354051,HORNINGS OF BETHEL LLC,8316 LANCASTER AVE,,BETHEL,PA,19507-9412,579851,620335,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-16219&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
67,51-44859,SEPTA FERN ROCK STA SHOP,11TH & GRANGE ST,,PHILADELPHIA,PA,19141,2458,Philadelphia,1975,Philadelphia City,1801699200000,131920,SEPTA,1234 MARKET ST FL 6,,PHILADELPHIA,PA,19107-3701,609945,446731,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-44859&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
68,53-71245,AUSTIN VOL FIRE DEPT,42 W MAIN ST,,AUSTIN,PA,16720,2460,Potter,1992,Austin Boro,1785801600000,171112,AUSTIN VOL FIRE DEPT,PO BOX 328,,AUSTIN,PA,16720-0328,610629,588359,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=53-71245&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
69,02-55507,SPEEDWAY 6721,50 ANGELINA AVE,,MCKEES ROCKS,PA,15136,2409,Allegheny,54,McKees Rocks Boro,1791072000000,133896,SPEEDWAY LLC,500 Speedway Dr,,ENON,OH,45323,838118,839463,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-55507&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
70,17-06062,RYDBOMS SVC STA,870 MAIN ST,,COALPORT,PA,16627,2424,Clearfield,817,Coalport Boro,1785801600000,164099,TERRY RYDBOM,RR 1 BOX 147C,,IRVONA,PA,16656,587524,570432,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-06062&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
71,17-08874,JJ POWELL,109 W PRESQUE ISLE ST,,PHILIPSBURG,PA,16866,2424,Clearfield,816,Chester Hill Boro,1785801600000,136708,JJ POWELL INC,PO BOX 30,,PHILIPSBURG,PA,16866-0030,587549,570455,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-08874&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
73,17-36040,TREASURE LAKE MARINA,12332 TREASURE LK,,DU BOIS,PA,15801,2424,Clearfield,847,Sandy Twp,1785801600000,259817,FRIDAY GAS & OIL CO,PO BOX 84,20185 B V HWY,BYRNEDALE,PA,15827-0084,587742,570623,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-36040&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
74,06-33610,JOE JUGIELEWICZ & SON HOME FARM,189 CHEESE LN,,SHARTLESVILLE,PA,19544,2413,Berks,366,Tilden Twp,1780531200000,146593,JOE JURGIELEWICZ & SON LTD,189 CHEESE LN,,HAMBURG,PA,19526-8057,756376,684881,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-33610&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
75,33-91087,SMITH PROPANE & OIL,139 ALLEGHENY BLVD,,BROOKVILLE,PA,15825-2601,2440,Jefferson,1342,Brookville Boro,1796342400000,172024,GLASSMERE FUEL SVC INC,PO BOX 187,,CURTISVILLE,PA,15032-0187,595085,576313,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=33-91087&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
76,46-97945,Filter and Water Tech Univar,162 KEYSTONE DR,,MONTGOMERYVILLE,PA,18936-9637,2453,Montgomery,1838,Montgomery Twp,1801699200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,847353,847678,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-97945&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
77,55-37368,BOONIE & SON FUELS,603 W MARKET ST & HETRICK RD,,BEAVERTOWN,PA,17813,2462,Snyder,2089,Beavertown Boro,1785801600000,95476,BOONIE & SONS INC,PO BOX 227,,MC CLURE,PA,17841-0227,611477,465194,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=55-37368&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
78,55-70306,BEAVER VALLEY COUNTRY STORE,ROUTE 522,,BEAVER SPRINGS,PA,17812,2462,Snyder,2101,Spring Twp,1785801600000,365072,BEAVER VALLEY COUNTRY STORE,19678 US 522,,BEAVER SPRINGS,PA,17812,611494,589108,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=55-70306&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
79,56-02263,SOMERSET INTERCHANGE PA TURNPIKE,MP 109.9 & WATERWORKS RD,,SOMERSET,PA,15501,2463,Somerset,2148,Somerset Twp,1791072000000,55964,PA TURNPIKE COMM,PO BOX 67676,,HARRISBURG,PA,17106-7676,611577,589174,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=56-02263&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
80,21-60423,CARLISLE BORO WATER PLT,LONGS GAP RD,,CARLISLE,PA,17013,2428,Cumberland,986,North Middleton Twp,1780531200000,8155,CARLISLE BORO CUMBERLAND CNTY,53 W SOUTH ST,,CARLISLE,PA,17013-3458,589344,571847,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-60423&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
81,21-60876,MT HOLLY QUARRY,MOUNTAIN VIEW RD,,MOUNT HOLLY SPRINGS,PA,17065-1113,2428,Cumberland,974,Dickinson Twp,1780531200000,1916,PENNSY SUPPLY INC,2400 THEA DR STE 3A,,HARRISBURG,PA,17110-9423,589391,571879,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-60876&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
82,30-97892,HILL TOP ENERGY CTR,278 THOMAS RD,,CARMICHAELS,PA,15320-1660,2437,Greene,1233,Cumberland Twp,1791072000000,323093,HILL TOP ENERGY CTR LLC,278 THOMAS RD,,CARMICHAELS,PA,15320-1660,845189,839539,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=30-97892&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
83,36-97893,PVS ZEE VALLEY PROTEIN TERRE HILL,693 WIDE HOLLOW RD,,EAST EARL,PA,17519-9645,2443,Lancaster,1456,East Earl Twp,1780531200000,257713,PVS MINIBULK INC,10900 HARPER AVE,,DETROIT,MI,48213-3364,845192,511627,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-97893&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
84,02-18595,WARD TRUCKING TERM,BETA DR,,PITTSBURGH,PA,15238,2409,Allegheny,132,Harmar Twp,1791072000000,276235,WARD TRUCKING LLC,PO BOX 1553,,ALTOONA,PA,16603-1553,576030,561716,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-18595&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
85,02-33660,GETGO 3003,E CARSON ST & S 33RD ST,,PITTSBURGH,PA,15203,2409,Allegheny,35,Pittsburgh  City,1791072000000,387260,GETGO OPER LLC,700 CRANBERRY WOODS DR,Attn: Compliance Manager,CRANBERRY TOWNSHIP,PA,16066-5213,758156,767109,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-33660&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
86,42-33254,TURTLE POINT ASPHALT PLT,SR 1002 CHAMPLIN HILL RD,,TURTLE POINT,PA,16750,2449,McKean,1697,Annin Twp,1796342400000,8338,GLENN O HAWBAKER INC,1952 WADDLE RD STE 203,,STATE COLLEGE,PA,16803-1649,743648,466801,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=42-33254&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
87,23-32023,LIBERTY KHOURY KONVENIENCE STORE,1405 MIDDLETOWN RD,,GLEN MILLS,PA,19342-9663,2430,Delaware,1079,Edgmont Twp,1770163200000,242434,KHOURY PROP EDGMONT LLC,1405 MIDDLETOWN RD,,GLEN MILLS,PA,19342-9663,591205,573266,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-32023&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
88,11-34219,D & D WOOD SALES,268 AMADEI RD,,NICKTOWN,PA,15762,2418,Cambria,584,Barr Twp,1791072000000,321303,D & D WOOD SALES INC,PO BOX 100,268 AMADEI RD,NICKTOWN,PA,15762,803305,687138,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-34219&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
89,48-34368,GUARDIAN,6255 STERNERS WAY,,BETHLEHEM,PA,18017,2455,Northampton,1543,Bethlehem City,1775260800000,327419,GUARDIAN,6255 STERNERS WAY,,BETHLEHEM,PA,18017,809474,815214,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=48-34368&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
90,46-34441,UNIVAR ACCUPAC,1501 INDUSTRIAL BLVD,,MAINLAND,PA,19451,2453,Montgomery,1836,Lower Salford Twp,1801699200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,811834,629952,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-34441&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
91,06-97884,SAVOR STREET FOODS NORTH IND CHEM,159 SPRING VALLEY RD,,READING,PA,19605,2413,Berks,302,Reading City,1780531200000,84152,NORTH IND CHEM INC,609 E KING ST,,YORK,PA,17403-1721,844891,845433,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-97884&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
92,40-97937,PSP NE,2001 S VALLEY PKWY,,WILKES BARRE,PA,18706,2447,Luzerne,1607,Hanover Twp,1775260800000,360576,PSP NE LLC,304 N WILKES BARRE BLVD,,WILKES BARRE,PA,18702,846818,847222,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-97937&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
93,14-34514,SCI BENNER,301 INSTITUTION DR,,BELLEFONTE,PA,16823-1665,2421,Centre,661,Benner Twp,1785801600000,43607,PA DEPT OF CORR,1920 TECHNOLOGY PKWY,,MECHANICSBURG,PA,17050-8507,814312,773225,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=14-34514&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
94,06-30871,ESHELMAN TRANSP,1 WATER ST,,LEESPORT,PA,19533,2413,Berks,338,Leesport Boro,1780531200000,182234,ESHELMAN TRANSP INC,4339 MORGANTOWN RD,,MOHNTON,PA,19540-8219,580192,564897,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=06-30871&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
95,11-39027,LAUREL SAND & STONE,1317 CHICKAREE HILL RD,,JOHNSTOWN,PA,15909,2418,Cambria,605,Jackson Twp,1791072000000,189997,EXPORT FUEL CO INC,1050 MECHLING RD,,GREENSBURG,PA,15601-6275,663575,649851,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-39027&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
96,21-39084,PENNSY SUPPLY,20 JACOBS RIDGE LN,,NEWVILLE,PA,17241,2428,Cumberland,988,Penn Twp,1780531200000,1916,PENNSY SUPPLY INC,2400 THEA DR STE 3A,,HARRISBURG,PA,17110-9423,667079,559913,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-39084&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
97,10-39165,BUTLER AREA SEWER AUTH,INTERSECTION OF TWP RD AND DUTCHTOWN RD,,BUTLER,PA,16001,2417,Butler,516,Butler Twp,1796342400000,87712,PA AMER WATER CO,852 WESLEY DR,,MECHANICSBURG,PA,17055-4436,672558,661575,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-39165&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
98,55-39185,LOWES SUNBURY STORE 0644,RT 1115 400 S US HWY 11 & 15,,SELINSGROVE,PA,17870,2462,Snyder,2097,Monroe Twp,1785801600000,239685,LOWES HOME CTR LLC,1605 CURTIS BRIDGE RD,,WILKESBORO,NC,28697-2231,673310,599297,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=55-39185&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
99,23-97864,CHEMISTRY RX,950 HENDERSON BLVD,,FOLCROFT,PA,19032-1805,2430,Delaware,1062,Folcroft Boro,1801699200000,358073,CHEMISTRY RX,950 HENDERSON BLVD,,FOLCROFT,PA,19032-1805,844077,844674,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-97864&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
100,34-39447,WEIS MKT 176,ROUTE 322 & NELSON RD,,MIFFLINTOWN,PA,17059,2441,Juniata,1390,Walker Twp,1780531200000,84249,WEIS MKT INC,1000 S 2ND ST,,SUNBURY,PA,17801-3318,686501,680264,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=34-39447&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
101,23-32858,THORNBURY TWP WWTP,490 THORNTON RD,,CHEYNEY,PA,19319,2430,Delaware,1087,Thornbury Twp,1770163200000,63169,THORNBURY TWP DELAWARE CNTY,6 TOWNSHIP DR,,CHEYNEY,PA,19319-1008,725122,499641,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-32858&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
102,08-33731,CARGILL REG BEEF UNIVAR,ROUTE 706,,WYALUSING,PA,18853,2415,Bradford,452,Wyalusing Twp,1785801600000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,762687,245235,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=08-33731&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
103,57-33782,SULLIVAN CNTY SCH DIST,777 SOUTH ST,,LAPORTE,PA,18626,2464,Sullivan,2166,Laporte Boro,1785801600000,41765,SULLIVAN CNTY SCH DIST,PO BOX 240,,LAPORTE,PA,18626-0240,766167,774048,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=57-33782&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
104,31-33796,THREE SPRINGS BORO POOL,8703 HUDSON ST,,THREE SPRINGS,PA,17264,2438,Huntingdon,1295,Three Springs Boro,1780531200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,766952,774824,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=31-33796&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
105,53-55500,JOSEPH MUCCIO TRANSP COUDERSPORT,445 ROUTE 6 W,,COUDERSPORT,PA,16915,2460,Potter,1995,Eulalia Twp,1785801600000,282594,JOSEPH MUCCIO TRANSP LLC,599 CHURCH ST,,ST MARYS,PA,15857,837912,839284,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=53-55500&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
108,65-37917,PAARNG MT PLEASANT FAC,SCHOOL RD,RR 4 BOX 1133,MT PLEASANT,PA,15666,2472,Westmoreland,2455,Mount Pleasant Twp,1791072000000,13067,PA DEPT OF MILITARY & VETERANS AFFAIRS,FORT INDIANTOWN GAP,,ANNVILLE,PA,17003,614773,591694,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-37917&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
111,65-81105,BPO ELKS LODGE 907,ROUTE 981 N,,LATROBE,PA,15650,2472,Westmoreland,2440,Derry Twp,1791072000000,164962,BPOE LODGE 907,PO BOX 269,ROUTE 981 N,LATROBE,PA,15650-0269,614966,591843,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-81105&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
112,22-63836,STEELTON WATER FILTRATION PLT,264 CHRISTIAN ST,,STEELTON,PA,17113,2429,Dauphin,1003,Steelton Boro,1780531200000,87712,PA AMER WATER CO,852 WESLEY DR,,MECHANICSBURG,PA,17055-4436,590650,572884,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=22-63836&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
113,17-39034,SHEETZ 73,101 NICHOLS ST,,CLEARFIELD,PA,16830-1503,2424,Clearfield,803,Clearfield Boro,1785801600000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,664210,650616,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-39034&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
114,02-81147,911 AIRLIFT WING USAF,PGH AIR RESERVE STA,2475 DEFENSE AVE,CORAOPOLIS,PA,15108-4403,2409,Allegheny,141,Moon Twp,1791072000000,166443,911 AIRLIFT WING USAF,2475 DEFENSE AVE,,CORAOPOLIS,PA,15108-4402,577268,562565,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-81147&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
115,65-55457,GETGO 3042,119 BAIR BLVD,,NEW STANTON,PA,15672,2472,Westmoreland,2476,New Stanton Boro,1791072000000,387260,GETGO OPER LLC,700 CRANBERRY WOODS DR,Attn: Compliance Manager,CRANBERRY TOWNSHIP,PA,16066-5213,835869,837484,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-55457&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
116,63-80989,QUEEN OF HEAVEN CEMETERY,ROUTE 19,,BRIDGEVILLE,PA,15017,2470,Washington,2368,Peters Twp,1791072000000,165239,CATH CEMETERIES ASSOC INC,718 HAZELWOOD AVE,,PITTSBURGH,PA,15217-2807,613672,590845,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=63-80989&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
117,09-55531,CARMAX LANGHORNE 7100,1776 E LINCOLN HWY,,LANGHORNE,PA,19047-3042,2416,Bucks,456,Middletown Twp,1770163200000,292943,CARMAX AUTO SUPERSTORES INC,12800 TUCKAHOE CREEK PKWY,,RICHMOND,VA,23238,838782,566499,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=09-55531&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
118,05-02290,PTC KEGG MAINT FAC,1066 CIDER ROAD,,MANNS CHOICE,PA,15550,2412,Bedford,278,Juniata Twp,1780531200000,55964,PA TURNPIKE COMM,PO BOX 67676,,HARRISBURG,PA,17106-7676,579265,564207,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=05-02290&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
119,65-32338,GREENSBURG EXPRESS COGOS 802,219 E PITTSBURGH ST,,GREENSBURG,PA,15601-3303,2472,Westmoreland,2415,Greensburg City,1791072000000,357003,GREENSBURG EXPRESS LLC,1552 BEECHVIEW AVE,,PITTSBURGH,PA,15216-3336,614696,591631,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-32338&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
120,11-81486,EBENSBURG AIRPORT,ROUTE 22 W,,EBENSBURG,PA,15931,2418,Cambria,587,Cambria Twp,1791072000000,59759,EBENSBURG BORO CAMBRIA CNTY,300 W HIGH ST,,EBENSBURG,PA,15931-1507,584822,568355,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-81486&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
121,22-36639,WHP TRANSMITTER SITE,TOWER RD,,HARRISBURG,PA,17110,2429,Dauphin,1031,Susquehanna Twp,1780531200000,181398,FED EMER MGMT AGENCY,500 C ST SW RM 614,FED COMMUNICATION COMM,WASHINGTON,DC,20472,590215,572526,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=22-36639&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
122,23-07303,CHADDS FORD SUNOCO,1700 WILMINGTON PIKE,,CHADDS FORD,PA,19317-0228,2430,Delaware,1076,Chadds Ford Twp,1770163200000,183978,STA MGMT CONSULTANTS INC,3608 WEST CHESTER PIKE,,NEWTOWN SQUARE,PA,19073-4104,590847,573032,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-07303&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
123,30-81208,BFS FOODS 37,INTERSTATE 79 & EXIT 1,,MOUNT MORRIS,PA,15349,2437,Greene,1247,Perry Twp,1791072000000,163839,BRUCETON FARM SVC INC,116 Shannon Drive,,MORGANTOWN,WV,26505-3753,594172,575558,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=30-81208&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
124,31-10511,ORBISONIA QUARRY,ROUTE 522 S,,ORBISONIA,PA,17243,2438,Huntingdon,1266,Cromwell Twp,1780531200000,62856,NEW ENTERPRISE STONE & LIME CO INC,3912 BRUMBAUGH RD,,NEW ENTERPRISE,PA,16664-9137,594248,575626,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=31-10511&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
125,31-60799,HELENA AGRI ENTERPRISES LLC,ROUTE 550,,WARRIORS MARK,PA,16877,2438,Huntingdon,1299,Warriors Mark Twp,1780531200000,310403,HELENA AGRI ENTERPRISES LLC,225 SCHILLING BLVD,,COLLIERVILLE,TN,38017-7177,594358,507567,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=31-60799&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
126,32-83050,CHERRY TREE CARDLOCK,60 MAIN & MARKET ST,,CHERRY TREE,PA,15724-0308,2439,Indiana,1314,Cherry Tree Boro,1796342400000,340206,AMER NATURAL SUPPLY LLC,22727 Rte 119 N,,PUNXSUTAWNEY,PA,15767,594794,576083,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=32-83050&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
